LangID,CountryID,Name
kqw,PG,Kandas
kqx,CM,Mser
kqy,ET,Koorete
kqz,ZA,Korana
kra,NP,Kumhali
krc,RU,Karachay-Balkar
krd,TL,Kairui-Midiki
kre,BR,Panará
krf,VU,Koro
krh,NG,Kurama
kri,SL,Krio
krj,PH,Kinaray-a
krk,RU,Kerek
krl,RU,Karelian
krm,SL,Krim
krn,LR,Sapo
krp,NG,Korop
krr,KH,Kru’ng 2
krs,SS,Gbaya
krt,NE,"Kanuri, Tumari"
kru,IN,Kurux
krv,KH,Kavet
krw,LR,"Krahn, Western"
krx,SN,Karon
kry,AZ,Kryts
krz,ID,"Kanum, Sota"
ksa,NG,Shuwa-Zamani
ksb,TZ,Shambala
ksc,PH,"Kalinga, Southern"
ksd,PG,Kuanua
kse,PG,Kuni
ksf,CM,Bafia
ksg,SB,Kusaghe
ksh,DE,Kölsch
ksi,PG,Isaka
ksj,PG,Uare
ksk,US,Kansa
ksl,PG,Kumalu
ksm,NG,Kumba
ksn,PH,Kasiguranin
kso,NG,Kofa
ksp,CF,Kabba
ksq,NG,Kwaami
ksr,PG,Borong
kss,LR,"Kisi, Southern"
kst,BF,Winyé
ksu,IN,Khamyang
ksv,CD,Kusu
ksw,MM,"Karen, S’gaw"
ksx,ID,Kedang
ksy,IN,Kharia Thar
ksz,IN,Kodaku
kta,VN,Katua
ktb,ET,Kambaata
ktc,NG,Kholok
ktd,AU,Kokata
kte,NP,Nubri
ktf,CD,Kwami
ktg,AU,Kalkutung
kth,TD,Karanga
kti,ID,"Muyu, North"
ktj,CI,"Krumen, Plapo"
ktk,PG,Kaniet
ktl,IR,Koroshi
ktm,PG,Kurti
ktn,BR,Karitiâna
kto,PG,Kuot
ktp,CN,Kaduo
ktq,PH,Katabaga
kts,ID,"Muyu, South"
ktt,ID,Ketum
ktu,CD,Kituba
ktv,VN,"Katu, Eastern"
ktw,US,Kato
ktx,BR,Kaxararí
kty,CD,Kango
ktz,NA,Ju|’hoan
kua,AO,Oshiwambo
kub,NG,Kutep
kuc,ID,Kwinsu
kue,PG,Kuman
kuf,LA,"Katu, Western"
kug,NG,Kupa
kuh,NG,Kushi
kui,BR,Kuikúro-Kalapálo
kuj,TZ,Kuria
kuk,ID,Kepo’
kul,NG,Kulere
kum,RU,Kumyk
kun,ER,Kunama
kuo,PG,Kumukio
kup,PG,Kunimaipa
kuq,BR,Karipuna
kus,GH,Kusaal
kut,CA,Kutenai
kuu,US,"Kuskokwim, Upper"
kuv,ID,Kur
kuw,CF,Kpagua
kux,AU,Kukatja
kuy,AU,Kuuku-Ya’u
kuz,CL,Kunza
kva,RU,Bagvalal
kvb,ID,Kubu
kvc,PG,Kove
kvd,ID,Kui
kve,MY,Kalabakan
kvf,TD,Kabalai
kvg,PG,Kuni-Boazi
kvh,ID,Komodo
kvi,TD,Kwang
kvj,CM,Psikye
kvk,KR,Korean Sign Language
kvl,MM,Kayaw
kvm,CM,Kendem
kvn,CO,"Kuna, Border"
kvo,ID,Dobel
kvp,ID,Kompane
kvq,MM,"Karen, Geba"
kvr,ID,Kerinci
kvt,MM,Lahta
kvu,MM,Yinbaw
kvv,ID,Kola
kvw,ID,Wersing
kvx,PK,"Koli, Parkari"
kvy,MM,Yintale
kvz,ID,Tsaukambo
kwa,BR,Dâw
kwb,NG,Kwa
kwc,CG,Likwala
kwd,SB,Kwaio
kwe,ID,Kwerba
kwf,SB,Kwara’ae
kwg,TD,"Kaba Démé, Sara"
kwh,ID,Kowiai
kwi,CO,Awa-Cuaiquer
kwj,PG,Kwanga
kwk,CA,Kwakiutl
kwl,NG,Kofyar
kwm,NA,Kwambi
kwn,NA,Kwangali
kwo,PG,Kwomtari
kwp,CI,Kodia
kwr,ID,Kwer
kws,CD,Kwese
kwt,ID,Kwesten
kwu,CM,Kwakum
kwv,TD,"Kaba Naa, Sara"
kww,SR,Kwinti
kwx,IN,Khirwar
kwy,CD,"Kongo, San Salvador"
kwz,AO,Kwadi
kxa,PG,Kairiru
kxb,CI,Krobu
kxc,ET,Konso
kxd,BN,Brunei
kxf,MM,Kawyaw
kxh,ET,Karo
kxi,MY,"Murut, Keningau"
kxj,TD,Kulfa
kxk,MM,Zayein
kxl,NP,"Kurux, Nepali"
kxm,TH,"Khmer, Northern"
kxn,MY,"Melanau, Kanowit-Tanjong"
kxo,BR,Kanoé
kxp,IN,"Koli, Wadiyara"
kxq,ID,"Kanum, Smärky"
kxr,PG,Koro
kxs,CN,Kangjia
kxt,PG,Koiwat
kxu,IN,Kui
kxv,IN,Kuvi
kxw,PG,Konai
kxx,CG,Likuba
kxy,VN,Kayong
kxz,PG,Kerewo
kya,TZ,Kwaya
kyb,PH,"Kalinga, Butbut"
kyc,PG,Kyaka
kyd,ID,Karey
kye,GH,Krache
kyf,CI,Kouya
kyg,PG,Keyagana
kyh,US,Karok
kyi,MY,Kiput
kyj,PH,Karao
kyk,PH,Kamayo
kyl,US,Kalapuya
kym,CF,Kpatili
kyn,PH,"Binukidnon, Northern"
kyo,ID,Klon
kyp,LA,Kang
kyq,TD,Kenga
kyr,BR,Kuruáya
kys,MY,"Kayan, Baram"
kyt,ID,Kayagar
kyu,MM,"Kayah, Western"
kyv,NP,Kayort
kyw,IN,Kudmali
kyx,PG,Rapoisi
kyy,PG,Kambaira
kyz,BR,Kayabí
kza,BF,"Karaboro, Western"
kzb,ID,Kaibobo
kzc,CI,"Kulango, Bondoukou"
kzd,ID,Kadai
kze,PG,Kosena
kzf,ID,"Kaili, Da’a"
kzg,JP,Kikai
kzi,MY,Kelabit
kzk,SB,Kazukuru
kzl,ID,Kayeli
kzm,ID,Kais
kzn,MW,Kokola
kzo,GA,Kaningi
kzp,ID,Kaidipang
kzq,NP,Kaike
kzr,CM,Karang
kzs,MY,"Dusun, Sugut"
kzu,ID,Kayupulau
kzv,ID,Komyandaret
kzw,BR,Karirí-Xocó
kzx,ID,Kamarian
kzy,CD,Kango
kzz,ID,Kalabra
laa,PH,"Subanen, Southern"
lac,MX,Lacandon
lad,IL,Ladino
lae,IN,Pattani
laf,SD,Lafofa
lag,TZ,Langi
lai,MW,Lambya
laj,UG,Lango
lak,NG,Laka
lal,CD,Lalia
lam,ZM,Lamba
lan,NG,Laru
lao,LA,Lao
lap,TD,Laka
laq,VN,Qabiao
lar,GH,Larteh
las,TG,Lama
lat,VA,Latin
lau,ID,Laba
law,ID,Lauje
lax,IN,Tiwa
lay,CN,"Bai, Lama"
laz,PG,Aribwatsa
lba,IN,Lui
lbb,PG,Label
lbc,CN,Lakkia
lbe,RU,Lak
lbf,IN,Tinani
lbg,LA,Laopang
lbi,CM,La’bi
lbj,IN,Ladakhi
lbk,PH,"Bontok, Central"
lbl,PH,"Bikol, Libon"
lbm,IN,Lodhi
lbn,LA,Lamet
lbo,LA,Laven
lbq,PG,Wampar
lbr,NP,Lohorung
lbs,LY,Libyan Sign Language
lbt,VN,Lachi
lbu,PG,Labu
lbv,PG,Lavatbura-Lamusong
lbw,ID,Tolaki
lbx,ID,Lawangan
lby,AU,Lamu-Lamu
lbz,AU,Lardil
lcc,ID,Legenyem
lcd,ID,Lola
lce,ID,Sekak
lcf,ID,Lubu
lch,AO,Lucazi
lcl,ID,Lisela
lcm,PG,Tungag
lcp,TH,"Lawa, Western"
lcq,ID,Luhu
lcs,ID,Lisabata-Nuniali
lda,CI,Kla-Dan
ldb,NG,Duya
ldd,NG,Luri
ldg,NG,Lenyima
ldh,NG,Lamja-Dengsa-Tola
ldi,CG,Laari
ldj,NG,Lemoro
ldk,NG,Leelau
ldl,NG,Kaan
ldm,GN,Landoma
ldo,NG,Loo
ldp,NG,Tso
ldq,NG,Lufu
lea,CD,Lega-Shabunda
leb,ZM,Lala-Bisa
lec,BO,Leco
led,CD,Lendu
lee,BF,Lyélé
lef,GH,Lelemi
leh,ZM,Lenje
lei,PG,Lemio
lej,CD,Lengola
lek,PG,Leipon
lel,CD,Lele
lem,CM,Nomaande
len,HN,Lenca
leo,CM,Leti
lep,IN,Lepcha
leq,PG,Lembena
ler,PG,Lenkau
les,CD,Lese
let,PG,Amio-Gelimi
leu,PG,Kara
lev,ID,"Pantar, Western"
lew,ID,"Kaili, Ledo"
lex,ID,Luang
ley,ID,Lemolang
lez,RU,Lezgi
lfa,CM,Lefa
lga,SB,Lungga
lgb,SB,Laghu
lgg,UG,Lugbara
lgh,VN,Laghuu
lgi,ID,Lengilu
lgk,VU,Neverver
lgl,SB,Wala
lgm,CD,Lega-Mwenga
lgn,ET,Opuuo
lgq,GH,Logba
lgr,SB,Lengo
lgt,PG,Pahi
lgu,SB,Longgu
lgz,CD,Ligenza
lha,VN,Laha
lhh,ID,Laha
lhi,CN,Lahu Shi
lhl,IN,"Lohar, Lahul"
lhm,NP,Lhomi
lhn,MY,Lahanan
lhp,BT,Lhokpu
lhs,SY,Mlahsö
lht,VU,Lo-Toga
lhu,CN,Lahu
lia,SL,"Limba, West-Central"
lib,PG,Likum
lic,CN,Hlai
lid,PG,Nyindrou
lie,CD,Likila
lif,NP,Limbu
lig,GH,Ligbi
lih,PG,Lihir
lij,IT,Ligurian
lik,CD,Lika
lil,CA,Lillooet
lim,NL,Limburgish
lin,CD,Lingala
lio,ID,Liki
lip,GH,Sekpele
liq,ET,Libido
lir,LR,Liberian English
lis,CN,Lisu
lit,LT,Lithuanian
liu,SD,Logorik
liv,LV,Liv
liw,ID,Col
lix,ID,Liabuku
liy,CF,Banda-Bambari
liz,CD,Libinza
lja,AU,Golpa
lje,ID,Rampi
lji,ID,Laiyolo
ljl,ID,Li’o
ljp,ID,Lampung Api
ljw,AU,Yirandali
ljx,AU,Yuru
lka,TL,Lakalei
lkb,KE,Lukabaras
lkc,VN,Kucong
lkd,BR,Lakondê
lke,UG,Kenye
lkh,BT,Lakha
lki,IR,Laki
lkj,MY,Remun
lkl,PG,Laeko-Libuat
lkm,AU,Kalaamaya
lkn,VU,Lakon
lko,KE,Olukhayo
lkr,SS,Päri
lks,KE,Olushisa
lkt,US,Lakota
lku,AU,Kungkari
lky,SS,Lokoya
lla,NG,Lala-Roba
llb,MZ,Lolo
llc,GN,Lele
lld,IT,Ladin
lle,PG,Lele
llf,PG,Hermit
llg,ID,Lole
llh,CN,Lamu
lli,CG,Teke-Laali
llj,AU,Ladji Ladji
llk,MY,Lelak
lll,PG,Lilau
llm,ID,Lasalimu
lln,TD,Lele
llo,LA,Khlor
llp,VU,"Efate, North"
llq,ID,Lolak
lls,LT,Lithuanian Sign Language
llu,SB,Lau
llx,FJ,Lauan
lma,GN,"Limba, East"
lmb,VU,Merei
lmc,AU,Limilngan
lmd,SD,Lumun
lme,TD,Pévé
lmf,ID,"Lembata, South"
lmg,PG,Lamogai
lmh,NP,Mugali
lmi,CD,Lombi
lmj,ID,"Lembata, West"
lmk,IN,Lamkang
lml,VU,Hano
lmn,IN,Lambadi
lmo,IT,Lombard
lmp,CM,Limbum
lmq,ID,Lamatuka
lmr,ID,Lamalera
lmu,VU,Lamenu
lmv,FJ,Lomaiviti
lmw,US,"Miwok, Lake"
lmx,CM,Laimbue
lmy,ID,Lamboya
lmz,US,Lumbee
lna,CF,Langbashe
lnb,NA,Mbalanhu
lnd,ID,Lun Bawang
lnh,MY,Lanoh
lni,PG,Daantanai’
lnj,AU,Leningitij
lnl,CF,"Banda, South Central"
lnm,PG,Langam
lnn,VU,Lorediakarkar
lno,SS,Lango
lns,CM,Lamnso’
lnu,NG,Longuda
lnw,AU,Lanima
lnz,CD,Lonzo
loa,ID,Loloda
lob,BF,Lobi
loc,PH,Inonhan
loe,ID,Saluan
lof,SD,Logol
log,CD,Logo
loh,SS,Narim
loi,CI,Loma
loj,PG,Lou
lok,SL,Loko
lol,CD,Mongo-Nkundu
lom,LR,Loma
lon,MW,"Lomwe, Malawi"
loo,CD,Lombo
lop,NG,Lopa
loq,CD,Lobala
lor,CI,Téén
los,PG,Loniu
lot,SS,Otuho
lou,US,Louisiana Creole
lov,CN,Lopi
low,MY,"Lobu, Tampias"
lox,ID,Loun
loy,NP,Loke
loz,ZM,Lozi
lpa,VU,Lelepa
lpe,ID,Lepki
lpn,MM,"Naga, Long Phuri"
lpo,CN,Lipo
lpx,SS,Lopit
lra,MY,"Bakati’, Rara"
lrc,IR,"Luri, Northern"
lrg,AU,Laragia
lri,KE,Olumarachi
lrk,PK,Loarki
lrl,IR,Lari
lrm,KE,Olumarama
lrn,ID,Lorang
lro,SD,Laro
lrr,NP,"Yamphu, Southern"
lrt,ID,"Malay, Larantuka"
lrv,VU,Larevat
lrz,VU,Lemerig
lsa,IR,Lasgerdi
lsd,IL,Lishana Deni
lse,CD,Lusengo
lsg,FR,Lyons Sign Language
lsh,IN,Lish
lsi,MM,Lacid
lsl,LV,Latvian Sign Language
lsm,UG,Saamia
lso,LA,Laos Sign Language
lsp,PA,Panamanian Sign Language
lsr,PG,Aruop
lss,PK,Lasi
lst,TT,Trinidad and Tobago Sign Language
lsy,MU,Mauritian Sign Language
ltg,LV,Latgalian
lti,ID,Leti
ltn,BR,Latundê
lto,KE,Olutsotso
lts,KE,Lutachoni
ltu,ID,Latu
ltz,LU,Luxembourgish
lua,CD,Luba-Kasai
lub,CD,Luba-Katanga
luc,UG,Aringa
lud,RU,Ludian
lue,ZM,Luvale
luf,PG,Laua
lug,UG,Ganda
lui,US,Luiseño
luj,CD,Luna
luk,BT,Lunanakha
lul,SS,Olu’bo
lum,AO,Luimbi
lun,ZM,Lunda
luo,KE,Dholuo
lup,GA,Lumbu
luq,CU,Lucumi
lur,ID,Laura
lus,IN,Mizo
lut,US,Lushootseed
luu,NP,Lumba-Yakkha
luv,OM,Luwati
luw,CM,Luo
luz,IR,"Luri, Southern"
lva,TL,Makuva
lvk,SB,Lavukaleve
lvs,LV,"Latvian, Standard"
lvu,ID,Levuka
lwa,CD,Lwalu
lwe,ID,Lewo Eleng
lwg,KE,Oluwanga
lwh,VN,"Lachi, White"
lwl,TH,"Lawa, Eastern"
lwm,CN,Laomian
lwo,SS,Luwo
lwt,ID,Lewotobi
lwu,CN,Lawu
lww,VU,Lewo
lya,BT,Layakha
lyg,IN,Lyngngam
lyn,ZM,Luyana
lzl,VU,Litzlitz
lzn,MM,"Naga, Leinong"
lzz,TR,Laz
maa,MX,"Mazatec, San Jerónimo Tecóatl"
mab,MX,"Mixtec, Yutanduchi"
mad,ID,Madura
mae,NG,Bo-Rukul
maf,CM,Mafa
mag,IN,Magahi
mah,MH,Marshallese
mai,IN,Maithili
maj,MX,"Mazatec, Jalapa de Díaz"
mak,ID,Makasar
mal,IN,Malayalam
mam,GT,Mam
maq,MX,"Mazatec, Chiquihuitlán"
mar,IN,Marathi
mas,KE,Maasai
mat,MX,"Matlatzinca, San Francisco"
mau,MX,"Mazatec, Huautla"
mav,BR,Sateré-Mawé
maw,GH,Mampruli
max,ID,"Malay, North Moluccan"
maz,MX,"Mazahua, Central"
mba,PH,Higaonon
mbb,PH,"Manobo, Western Bukidnon"
mbc,BR,Macushi
mbd,PH,"Manobo, Dibabawon"
mbe,US,Molale
mbf,SG,"Malay, Baba"
mbh,PG,Mangseng
mbi,PH,"Manobo, Ilianen"
mbj,BR,Nadëb
mbk,PG,Malol
mbl,BR,Maxakalí
mbm,CG,Ombamba
mbn,CO,Macaguán
mbo,CM,Mbo
mbp,CO,Malayo
mbq,PG,Maisin
mbr,CO,Nukak Makú
mbs,PH,"Manobo, Sarangani"
mbt,PH,"Manobo, Matigsalug"
mbu,NG,Mbula-Bwazza
mbv,GN,Mbulungish
mbw,PG,Maring
mbx,PG,Mari
mby,PK,Memoni
mbz,MX,"Mixtec, Amoltepec"
mca,PY,Maka
mcb,PE,Matsigenka
mcc,PG,Bitur
mcd,PE,Sharanahua
mce,MX,"Mixtec, Itundujia"
mcf,PE,Matsés
mcg,VE,Mapoyo
mch,VE,Maquiritari
mci,PG,Mesem
mcj,NG,Mvanip
mck,AO,Mbunda
mcl,CO,Macaguaje
mcm,MY,Malaccan Creole Portuguese
mcn,TD,Masana
mco,MX,"Mixe, Coatlán"
mcp,CM,Makaa
mcq,PG,Ese
mcr,PG,Menya
mcs,CM,Mambai
mct,CM,Mengisa
mcu,CM,"Mambila, Cameroon"
mcv,PG,Minanibai
mcw,TD,Mawa
mcx,CF,Mpiemo
mcy,PG,"Watut, South"
mcz,PG,Mawan
mda,NG,Mada
mdb,PG,Morigi
mdc,PG,Male
mdd,CM,Mbum
mde,TD,Maba
mdf,RU,Moksha
mdg,TD,Massalat
mdh,PH,Maguindanaon
mdi,CD,Mamvu
mdj,CD,Mangbetu
mdk,CD,Mangbutu
mdl,MT,Maltese Sign Language
mdm,CD,Mayogo
mdn,CF,Mbati
mdp,CD,Mbala
mdq,CD,Mbole
mdr,ID,Mandar
mds,PG,Maria
mdt,CG,Mbere
mdu,CG,Mboko
mdv,MX,"Mixtec, Santa Lucía Monteverde"
mdw,CG,Mbosi
mdx,ET,Dizin
mdy,ET,Male
mdz,BR,Suruí do Pará
mea,CM,Menka
meb,PG,Ikobi
mec,AU,Mara
med,PG,Melpa
mee,PG,Mengen
mef,BD,Megam
meh,MX,"Mixtec, Southwestern Tlaxiaco"
mei,SD,Midob
mej,ID,Meyah
mek,PG,Mekeo
mel,MY,"Melanau, Central"
mem,AU,Mangala
men,SL,Mende
meo,MY,"Malay, Kedah"
mep,AU,Miriwung
meq,CM,Merey
mer,KE,Kimîîru
mes,TD,Masmaje
met,PG,Mato
meu,PG,Motu
mev,LR,Mano
mew,NG,Maaka
mey,MR,Hassaniyya
mez,US,Menominee
mfa,TH,"Malay, Pattani"
mfb,ID,Bangka
mfc,CD,Mba
mfd,CM,Mendankwe-Nkwen
mfe,MU,Morisyen
mff,CM,Naki
mfg,GN,Mogofin
mfh,CM,Matal
mfi,CM,Wandala
mfj,CM,Mefele
mfk,CM,"Mofu, North"
mfl,NG,Putai
mfm,NG,Marghi South
mfn,NG,"Mbembe, Cross River"
mfo,NG,Mbe
mfp,ID,"Malay, Makassar"
mfq,TG,Moba
mfr,AU,Marithiel
mfs,MX,Mexican Sign Language
mft,PG,Mokerang
mfu,AO,Mbwela
mfv,GW,Mandjak
mfw,PG,Mulaha
mfx,ET,Melo
mfy,MX,Mayo
mfz,SS,Mabaan
mgb,TD,Mararit
mgc,SS,Morokodo
mgd,SS,Moru
mge,TD,Mango
mgf,ID,Maklew
mgg,CM,Mpumpong
mgh,MZ,Makhuwa-Meetto
mgi,NG,Lijili
mgj,NG,Abureni
mgk,ID,Mawes
mgl,PG,Maleu-Kilenge
mgm,TL,Mambae
mgn,CF,Mbangi
mgo,CM,Meta’
mgp,NP,"Magar, Eastern"
mgq,TZ,Malila
mgr,ZM,Mambwe-Lungu
mgs,TZ,Manda
mgt,PG,Mongol
mgu,PG,Mailu
mgv,TZ,Matengo
mgw,TZ,Matumbi
mgy,TZ,Mbunga
mgz,TZ,Mbugwe
mha,IN,Manda
mhb,GA,Mahongwe
mhc,MX,Mocho
mhd,TZ,Mbugu
mhe,MY,Mah Meri
mhf,PG,Mamaa
mhg,AU,Margu
mhi,UG,Ma’di
mhj,AF,Mogholi
mhk,CM,Mungaka
mhl,PG,Mauwake
mhm,MZ,Makhuwa-Moniga
mhn,IT,Mócheno
mho,ZM,Mashi
mhp,ID,"Malay, Balinese"
mhq,US,Mandan
mhr,RU,"Mari, Meadow"
mhs,ID,Buru
mht,VE,Mandahuaca
mhu,IN,Digaro-Mishmi
mhw,NA,Mbukushu
mhx,MM,Lhao Vo
mhy,ID,Ma’anyan
mhz,ID,Mor
mia,US,Miami
mib,MX,"Mixtec, Atatláhuca"
mic,CA,Micmac
mid,IQ,Mandaic
mie,MX,"Mixtec, Ocotepec"
mif,CM,Mofu-Gudur
mig,MX,"Mixtec, San Miguel el Grande"
mih,MX,"Mixtec, Chayuco"
mii,MX,"Mixtec, Chigmecatitlán"
mij,CM,Mungbam
mik,US,Mikasuki
mil,MX,"Mixtec, Peñoles"
mim,MX,"Mixtec, Alacatlatzala"
min,ID,Minangkabau
mio,MX,"Mixtec, Pinotepa Nacional"
mip,MX,"Mixtec, Apasco-Apoala"
miq,NI,Mískito
mir,MX,"Mixe, Isthmus"
mit,MX,"Mixtec, Southern Puebla"
miu,MX,"Mixtec, Cacaloxtepec"
miw,PG,Akoye
mix,MX,"Mixtec, Mixtepec"
miy,MX,"Mixtec, Ayutla"
miz,MX,"Mixtec, Coatzospan"
mjb,TL,Makalero
mjc,MX,"Mixtec, San Juan Colorado"
mjd,US,"Maidu, Northwest"
mje,TD,Muskum
mjg,CN,Tu
mjh,TZ,Mwera
mji,CN,Kim Mun
mjj,PG,Mawak
mjk,PG,Matukar
mjl,IN,Mandeali
mjm,PG,Medebur
mjn,PG,Ma
mjo,IN,Malankuravan
mjp,IN,Malapandaram
mjq,IN,Malaryan
mjr,IN,Malavedan
mjs,NG,Miship
mjt,IN,Sauria Paharia
mju,IN,Manna-Dora
mjv,IN,Mannan
mjw,IN,Karbi
mjx,IN,Mahali
mjz,NP,Majhi
mka,CI,Mbre
mkb,IN,Mal Paharia
mkc,PG,Siliput
mkd,MK,Macedonian
mke,IN,Mawchi
mkf,NG,Miya
mkg,CN,Mak
mki,PK,Dhatki
mkj,FM,Mokilese
mkk,CM,Byep
mkl,BJ,Mokole
mkm,TH,Moklen
mkn,ID,"Malay, Kupang"
mko,NG,Mingang Doso
mkp,PG,Moikodi
mkr,PG,Malas
mks,MX,"Mixtec, Silacayoapan"
mkt,NC,Vamale
mku,GN,"Maninka, Konyanka"
mkv,VU,Mafea
mkw,CG,Kituba
mkx,PH,"Manobo, Kinamiging"
mky,ID,"Makian, East"
mkz,TL,Makasae
mla,VU,Malo
mlb,CM,Mbule
mlc,VN,Cao Lan
mle,PG,Manambu
mlf,LA,Mal
mlh,PG,Mape
mli,ID,Malimpung
mlj,TD,Miltu
mlk,KE,Kiwilwana
mll,VU,Malua Bay
mlm,CN,Mulam
mln,SB,Malango
mlo,SN,Mlomp
mlp,PG,Bargam
mlq,SN,"Maninkakan, Western"
mlr,CM,Vame
mls,SD,Masalit
mlt,MT,Maltese
mlu,SB,To’abaita
mlv,VU,Mwotlap
mlw,CM,Moloko
mlx,VU,Na’ahai
mlz,PH,Malaynon
mma,NG,Mama
mmb,ID,Momina
mmc,MX,"Mazahua, Michoacán"
mmd,CN,Maonan
mme,VU,Mae
mmf,NG,Mundat
mmg,VU,"Ambrym, North"
mmh,BR,Mehináku
mmi,PG,Musar
mmj,IN,Majhwar
mmk,IN,Mukha-Dora
mml,CN,Man Met
mmm,VU,Maii
mmn,PH,Mamanwa
mmo,PG,"Buang, Mangga"
mmp,PG,Siawi
mmq,PG,Musak
mmr,CN,"Miao, Western Xiangxi"
mmt,PG,Malalamai
mmu,CM,Mmaala
mmv,BR,Miriti
mmw,VU,Emae
mmx,PG,Madak
mmy,TD,Migaama
mmz,CD,Mabaale
mna,PG,Mbula
mnb,ID,Muna
mnc,CN,Manchu
mnd,BR,Mondé
mne,TD,Naba
mnf,CM,Mundani
mng,VN,"Mnong, Eastern"
mnh,CD,Mono
mni,IN,Meitei
mnj,AF,Munji
mnk,SN,Mandinka
mnl,VU,Tiale
mnm,PG,Mapena
mnn,VN,"Mnong, Southern"
mnp,CN,"Chinese, Min Bei"
mnq,MY,Minriq
mnr,US,Mono
mns,RU,Mansi
mnu,ID,Mer
mnv,SB,Rennell-Bellona
mnw,MM,Mon
mnx,ID,Manikion
mny,MZ,Manyawa
mnz,ID,Moni
moa,CI,Mwan
moc,AR,Mocoví
moe,CA,Montagnais
mog,ID,Mongondow
moh,CA,Mohawk
moi,NG,Mboi
moj,CG,Monzombo
mok,ID,Morori
mom,NI,Mangue
moo,VN,Monom
mop,BZ,"Maya, Mopán"
moq,ID,Mor
mor,SD,Moro
mos,BF,Mòoré
mot,CO,Barí
mou,TD,Mogum
mov,US,Mohave
mow,CG,Moi
mox,PG,Molima
moy,ET,Shekkacho
moz,TD,Mukulu
mpa,TZ,Mpoto
mpb,AU,Mullukmulluk
mpc,AU,Mangarayi
mpd,BR,Machinere
mpe,ET,Majang
mpg,TD,Marba
mph,AU,Maung
mpi,CM,Mpade
mpj,AU,Martu Wangka
mpk,TD,Mbara
mpl,PG,"Watut, Middle"
mpm,MX,"Mixtec, Yosondúa"
mpn,PG,Mindiri
mpo,PG,Miu
mpp,PG,Migabac
mpq,BR,Matís
mpr,SB,Vangunu
mps,PG,Dadibi
mpt,PG,Mian
mpu,BR,Makuráp
mpv,PG,Mungkip
mpw,BR,Mapidian
mpx,PG,Misima-Panaeati
mpy,ID,Mapia
mpz,TH,Mpi
mqa,ID,Maba
mqb,CM,Mbuko
mqc,ID,Mangole
mqe,PG,Matepi
mqf,ID,Momuna
mqg,ID,"Malay, Kota Bangun Kutai"
mqh,MX,"Mixtec, Tlazoyaltepec"
mqi,ID,Mariri
mqj,ID,Mamasa
mqk,PH,"Manobo, Rajah Kabunsuwan"
mql,BJ,Mbelime
mqm,PF,"Marquesan, South"
mqn,ID,Moronene
mqo,ID,Modole
mqp,ID,Manipa
mqq,MY,Minokok
mqr,ID,Mander
mqs,ID,"Makian, West"
mqt,TH,Mok
mqu,SS,Mandari
mqv,PG,Mosimo
mqw,PG,Murupi
mqx,ID,Mamuju
mqy,ID,Manggarai
mqz,PG,Pano
mra,TH,Mlabri
mrb,VU,Marino
mrc,US,Maricopa
mrd,NP,"Magar, Western"
mrf,ID,Elseng
mrg,IN,Mising
mrh,IN,"Chin, Mara"
mri,NZ,Maori
mrj,RU,"Mari, Hill"
mrk,NC,Hmwaveke
mrl,FM,Mortlockese
mrm,VU,Mwerlap
mrn,SB,Cheke Holo
mro,BD,Mru
mrp,VU,Morouas
mrq,PF,"Marquesan, North"
mrr,IN,Maria
mrs,VU,Maragus
mrt,NG,Marghi Central
mru,CM,Mono
mrv,PF,Mangareva
mrw,PH,Maranao
mrx,ID,Dineor
mry,PH,Mandaya
mrz,ID,Marind
msb,PH,Masbatenyo
msc,GN,"Maninka, Sankaran"
msd,MX,Yucatec Maya Sign Language
mse,TD,Musey
msf,ID,Mekwei
msg,ID,Moraid
msh,MG,"Malagasy, Masikoro"
msi,MY,"Malay, Sabah"
msj,CD,Ma
msk,PH,Mansaka
msl,ID,Molof
msm,PH,"Manobo, Agusan"
msn,VU,Vurës
mso,ID,Mombum
msp,BR,Maritsauá
msq,NC,Caac
msr,MN,Mongolian Sign Language
mss,ID,"Masela, West"
msu,PG,Musom
msv,CM,Maslam
msw,GW,Mansoanka
msx,PG,Moresada
msy,PG,Aruamu
msz,PG,Momare
mta,PH,"Manobo, Cotabato"
mtb,CI,Anyin Morofo
mtc,PG,Munit
mtd,ID,Mualang
mte,SB,Mono
mtf,PG,Murik
mtg,ID,Una
mth,ID,Munggui
mti,PG,Maiwa
mtj,ID,Moskona
mtk,CM,Mbo’
mtl,NG,Montol
mtn,NI,Matagalpa
mto,MX,"Mixe, Totontepec"
mtp,BO,Wichí Lhamtés Nocten
mtq,VN,Muong
mtr,IN,Mewari
mts,PE,Yora
mtt,VU,Mota
mtu,MX,"Mixtec, Tututepec"
mtv,PG,Asaro’o
mtw,PH,"Binukidnon, Southern"
mtx,MX,"Mixtec, Tidaá"
mty,PG,Nabi
mua,TD,Mundang
mub,TD,Mubi
muc,CM,Ajumbu
mud,RU,"Aleut, Mednyj"
mue,EC,Media Lengua
mug,CM,Musgu
muh,SS,Mündü
mui,ID,Musi
muj,TD,Mabire
muk,NP,Mugom
mum,PG,Maiwala
muo,CM,Nyong
mup,IN,Malvi
muq,CN,"Miao, Eastern Xiangxi"
mur,SS,Murle
mus,US,Muskogee
mut,IN,"Muria, Western"
muu,KE,Yaaku
muv,IN,Muthuvan
mux,PG,Bo-Ung
